1,13
2,10
3,9
4,5
5,9
6,12
7,4
8,6
9,15
10,10
11,9
12,1
13,4
14,12
15,16
16,3
17,4
18,9
19,5
20,5
21,15
22,16
23,5
24,14
25,5
26,6
27,11
28,12
29,9
30,1
31,14
32,15
33,10
34,15
35,12
36,4
37,15
38,5
39,9
40,16
41,5
42,4
43,10
44,1
