253,15
254,5
255,9
256,10
257,5
258,15
259,2
260,12
261,13
262,2
263,1
264,9
265,14
266,9
267,9
268,13
269,10
270,7
271,13
272,1
273,7
274,4
275,8
276,16
277,5
278,16
279,13
280,12
281,4
282,10
283,11
284,1
285,9
286,14
287,13
288,16
289,11
290,5
291,16
292,3
293,12
294,13
295,3
296,12
297,12
298,8
299,7
300,12
301,3
302,13
303,10
304,14
305,3
306,5
307,4
308,15
309,1
310,9
311,3
312,12
313,12
314,7
315,9
316,3
317,13
318,11
319,6
320,4
321,9
322,9
323,16
324,3
325,6
326,2
327,10
328,3
329,16
330,2
331,14
332,12
333,9
334,7
335,11
336,3
337,9
338,12
339,15
340,3
341,16
342,3
343,15
344,11
345,1
346,11
347,13
348,12
349,13
350,10
351,7
352,15
353,5
354,8
355,9
356,15
357,2
358,10
359,13
360,7
361,2
362,5
363,3
364,1
365,3
366,9
367,12
368,7
369,11
370,14
371,7
372,16
373,6
374,8
375,11
376,10
377,11
378,7
379,3
380,16
381,2
382,5
383,7
384,6
385,9
386,13
387,8
388,6
389,5
390,3
391,15
392,4
393,8
394,14
395,14
396,9
397,6
398,13
399,13
400,9
401,14
402,10
403,3
404,3
405,4
406,11
407,3
408,5
409,4
410,8
411,3
412,12
413,3
414,7
415,16
416,3
417,2
418,4
419,11
420,8
421,8
422,14
423,11
424,14
425,11
426,1
427,8
428,11
429,13
430,5
431,13
432,10
433,8
434,2
435,1
436,8
437,12
438,4
439,11
440,14
441,9
442,12
443,8
444,9
445,4
446,9
447,10
448,12
449,8
450,6
451,5
452,1
453,1
454,11
455,7
456,14
457,5
458,13
459,16
460,14
461,12
462,16
463,5
464,3
465,16
466,11
467,6
468,11
469,1
470,10
471,7
472,9
473,13
474,13
475,15
476,11
477,2
478,16
479,15
480,9
481,9
482,5
483,2
484,9
485,6
486,3
487,6
488,13
489,6
490,9
491,1
492,5
493,12
494,2
495,1
496,1
497,3
498,12
499,4
500,5
501,9
502,8
503,5
504,5
505,11
506,16
507,8
508,6
509,7
510,5
511,1
512,1
513,15
514,12
515,8
516,15
517,10
518,13
519,14
520,1
521,15
522,10
523,12
524,11
525,14
526,10
527,15
528,5
529,16
530,4
531,5
532,9
533,15
534,5
535,14
536,11
537,14
538,14
539,13
540,10
541,2
542,6
543,3
544,10
545,11
546,11
547,10
548,4
549,1
550,16
551,9
552,16
553,6
554,10
555,16
556,5
557,1
558,10
559,12
560,8
561,5
562,8
563,10
564,14
565,6
566,12
567,2
568,2
569,13
570,7
571,11
572,5
573,2
574,12
575,9
576,7
577,14
578,5
579,5
580,9
581,12
582,16
583,7
584,8
585,11
586,1
587,12
588,12
589,9
590,16
591,2
592,3
593,3
594,2
595,2
596,1
597,14
598,4
599,13
600,15
601,5
602,10
603,12
604,16
605,9
606,6
607,3
608,2
609,7
610,9
611,2
612,2
613,7
614,8
615,11
616,12
617,5
618,6
619,14
620,11
621,1
622,4
623,14
624,8
625,10
626,2
627,4
628,3
629,11
630,11
631,10
632,5
633,2
634,13
635,1
636,15
637,12
638,1
639,6
640,9
641,2
642,16
643,1
644,9
645,11
646,5
647,8
648,4
649,5
650,5
651,10
652,15
653,16
654,14
655,3
656,16
657,6
658,11
659,8
660,8
661,4
662,16
663,11
664,9
665,4
666,7
667,3
668,5
669,2
670,8
671,15
672,3
673,9
674,12
675,8
676,15
677,14
678,11
679,7
680,16
681,9
682,3
683,13
684,10
685,14
686,3
687,13
688,2
689,13
690,5
691,3
692,15
693,5
694,2
695,13
696,14
697,3
698,13
699,10
700,12
701,11
702,13
703,13
704,4
705,9
706,16
707,16
708,6
709,13
710,1
711,9
712,4
713,1
714,14
715,9
716,4
717,15
718,10
719,1
720,4
721,3
722,11
723,10
724,4
725,7
726,4
727,7
728,8
729,11
730,16
731,3
732,6
733,15
734,15
735,12
736,5
737,8
738,13
739,7
740,10
741,13
742,9
743,9
744,8
745,9
746,3
747,11
748,9
749,1
750,9
751,14
752,4
753,9
754,9
755,16
756,15
757,12
758,6
759,5
760,11
761,1
762,10
763,5
764,7
765,14
766,3
767,14
768,13
769,1
770,7
771,14
772,4
773,5
774,4
775,1
776,2
777,15
778,4
779,12
780,10
781,2
782,6
783,6
784,9
785,14
786,6
787,14
788,7
789,1
790,7
791,2
792,6
793,15
794,2
795,3
796,9
797,13
798,13
799,5
800,15
801,6
802,8
803,8
804,11
805,2
806,15
807,2
808,9
809,4
810,7
811,14
812,15
813,15
814,6
815,15
816,2
817,10
818,2
819,9
820,2
821,2
822,6
823,8
824,16
825,8
826,4
827,14
828,2
829,3
830,13
831,2
832,15
833,2
834,2
835,2
836,15
837,1
838,9
839,2
840,5
841,3
842,8
843,15
844,4
845,13
846,9
847,8
848,8
849,12
850,11
851,16
852,6
853,10
854,13
855,7
856,1
857,6
858,6
859,7
860,5
861,7
862,3
863,5
864,3
865,12
866,8
867,11
868,7
869,1
870,1
871,9
872,16
873,1
874,6
875,4
876,7
877,8
878,4
879,11
880,11
881,8
882,11
883,9
884,11
885,4
886,3
887,10
888,16
889,15
890,2
891,4
892,5
893,5
894,2
895,10
896,6
897,4
898,14
899,13
900,5
901,6
902,16
903,13
904,13
905,6
906,3
907,2
908,4
909,13
910,3
911,11
912,6
913,2
914,4
915,14
916,4
917,8
918,1
919,14
920,15
921,3
922,14
923,2
924,9
925,11
926,14
927,10
928,9
929,16
930,15
931,4
932,5
933,2
934,1
935,14
936,15
937,9
938,16
939,11
940,3
941,14
942,13
943,5
944,5
945,16
946,9
947,1
948,14
949,10
950,12
951,15
952,4
953,1
954,7
955,11
956,5
957,7
958,1
959,6
960,16
961,1
962,1
963,14
964,2
965,12
966,9
967,13
968,10
969,12
970,11
971,15
972,16
973,10
974,4
975,4
976,14
977,5
978,10
979,16
980,13
981,13
982,4
983,7
984,14
985,5
986,14
987,14
988,6
989,8
990,7
991,10
992,12
993,2
994,6
995,16
996,11
997,2
998,6
999,9
1000,4
1001,2
1002,11
1003,14
1004,11
1005,12
1006,13
1007,12
1008,3
1009,5
1010,4
1011,8
1012,9
1013,12
1014,10
1015,8
1016,6
1017,1
1018,12
1019,11
1020,12
1021,10
1022,4
1023,5
1024,1
1025,5
1026,15
1027,2
1028,2
1029,11
1030,3
1031,10
1032,14
1033,6
1034,8
1035,7
1036,5
1037,12
1038,10
1039,9
1040,12
1041,3
1042,3
1043,11
1044,12
1045,7
1046,1
1047,13
1048,11
1049,7
1050,1
1051,1
1052,2
1053,15
1054,14
1055,15
1056,9
1057,12
1058,2
1059,16
1060,5
1061,2
1062,12
1063,3
1064,8
1065,8
1066,10
1067,12
1068,1
1069,14
1070,16
1071,2
1072,6
1073,10
1074,14
1075,3
1076,1
1077,7
1078,6
1079,8
1080,6
1081,10
1082,9
1083,2
1084,11
1085,16
1086,16
1087,7
1088,15
1089,1
1090,10
1091,16
1092,10
1093,1
1094,15
1095,7
1096,1
1097,5
1098,9
1099,16
1100,15
1101,6
1102,10
1103,2
1104,9
1105,5
1106,1
1107,12
1108,16
1109,16
1110,6
1111,15
1112,1
1113,6
1114,10
1115,10
1116,6
1117,5
1118,9
1119,15
1120,6
1121,10
1122,14
1123,11
1124,8
1125,1
1126,3
1127,12
1128,9
1129,6
1130,14
1131,1
1132,13
1133,10
1134,5
1135,4
1136,5
1137,13
1138,5
1139,5
1140,15
1141,4
1142,13
1143,10
1144,13
1145,8
1146,16
1147,7
1148,13
1149,8
1150,1
1151,16
1152,5
1153,8
1154,5
1155,5
1156,14
1157,9
1158,12
1159,1
1160,1
1161,7
1162,10
1163,12
1164,15
1165,4
1166,8
1167,2
1168,5
1169,11
1170,12
1171,13
1172,13
1173,13
1174,15
1175,4
1176,9
1177,8
1178,8
1179,14
1180,15
1181,14
1182,15
1183,14
1184,8
1185,15
1186,8
1187,16
1188,10
1189,2
1190,6
1191,16
1192,1
1193,3
1194,3
1195,5
1196,2
1197,3
1198,12
1199,12
1200,10
1201,12
1202,12
1203,2
1204,12
1205,14
1206,1
1207,13
1208,13
1209,10
1210,9
1211,5
1212,9
1213,12
1214,4
1215,6
1216,15
1217,10
1218,9
1219,1
1220,4
1221,12
1222,16
1223,3
1224,4
1225,9
1226,5
1227,5
1228,15
1229,16
1230,5
1231,14
1232,5
1233,6
1234,11
1235,12
1236,9
1237,1
1238,14
1239,15
1240,10
1241,15
1242,12
1243,4
1244,15
1245,5
1246,9
1247,16
1248,5
1249,4
1250,10
1251,1
1252,7
1253,2
1254,3
1255,16
1256,16
1257,8
1258,16
1259,11
1260,12
1261,6
1262,15
1263,1
1264,7
1265,16
1266,10
1267,12
1268,7
1269,13
1270,7
1271,3
1272,6
1273,11
1274,2
1275,16
1276,3
1277,4
1278,10
1279,10
1280,14
1281,16
1282,13
1283,10
1284,13
1285,13
1286,6
1287,13
1288,9
1289,16
1290,6
1291,8
1292,4
1293,8
1294,11
1295,10
1296,5
1297,1
1298,13
1299,12
1300,15
1301,8
1302,10
1303,15
1304,16
1305,11
1306,3
1307,4
1308,2
1309,13
1310,6
1311,16
1312,12
1313,11
1314,3
1315,8
1316,3
1317,4
1318,4
1319,16
1320,5
1321,9
1322,9
1323,16
1324,8
1325,10
1326,2
1327,16
1328,3
1329,3
1330,9
1331,6
1332,11
1333,10
1334,2
1335,11
1336,9
1337,4
1338,4
1339,14
1340,1
1341,10
1342,4
1343,4
1344,1
1345,1
1346,14
1347,7
1348,12
1349,11
1350,14
1351,12
1352,16
1353,10
1354,6
1355,11
1356,8
1357,6
1358,5
1359,8
1360,11
1361,15
1362,12
1363,12
1364,12
1365,3
1366,6
1367,6
1368,4
1369,14
1370,5
1371,8
1372,9
1373,15
1374,11
1375,11
1376,16
1377,3
1378,13
1379,15
1380,2
1381,7
1382,6
1383,9
1384,16
1385,10
1386,2
1387,15
1388,2
1389,3
1390,4
1391,16
1392,9
1393,13
1394,3
1395,9
1396,13
1397,6
1398,6
1399,15
1400,14
1401,3
1402,9
1403,11
1404,13
1405,16
1406,11
1407,11
1408,9
1409,11
1410,1
1411,7
1412,8
1413,5
1414,1
1415,3
1416,12
1417,10
1418,2
1419,15
1420,16
1421,11
1422,7
1423,14
1424,15
1425,15
1426,9
1427,6
1428,6
1429,4
1430,3
1431,13
1432,9
1433,7
1434,13
1435,7
1436,1
1437,7
1438,10
1439,4
1440,6
1441,12
1442,9
1443,8
1444,12
1445,13
1446,1
1447,15
1448,2
1449,12
1450,9
1451,2
1452,9
1453,8
1454,15
1455,5
1456,9
1457,5
1458,6
1459,1
1460,11
1461,7
1462,5
1463,9
1464,8
1465,11
1466,12
1467,13
1468,12
1469,6
1470,3
1471,3
1472,1
1473,9
1474,2
1475,13
1476,14
1477,11
1478,6
1479,10
1480,5
1481,3
1482,16
1483,6
1484,12
1485,6
1486,12
1487,4
1488,14
1489,3
1490,2
1491,13
1492,14
1493,14
1494,6
1495,16
1496,5
1497,5
1498,9
1499,15
1500,12
1501,2
1502,12
1503,12
1504,2
1505,7
1506,6
1507,6
1508,6
1509,6
1510,9
1511,9
1512,11
1513,3
1514,14
1515,3
1516,3
1517,15
1518,13
1519,16
1520,13
1521,6
1522,9
1523,3
1524,16
1525,11
1526,5
1527,14
1528,13
1529,8
1530,10
1531,6
1532,14
1533,7
1534,10
1535,15
1536,7
1537,14
1538,3
1539,11
1540,1
1541,3
1542,7
1543,11
1544,9
1545,6
1546,11
1547,5
1548,8
1549,13
1550,13
1551,7
1552,9
1553,7
1554,8
1555,7
1556,16
1557,16
1558,9
1559,11
1560,7
1561,11
1562,2
1563,7
1564,16
1565,16
1566,14
1567,8
1568,14
1569,8
1570,9
1571,12
1572,1
1573,10
1574,12
1575,6
1576,10
1577,3
1578,8
1579,10
1580,4
1581,14
1582,11
1583,2
1584,15
1585,1
1586,8
1587,1
1588,11
1589,10
1590,9
1591,5
1592,10
1593,5
1594,1
1595,4
1596,12
1597,15
1598,4
1599,14
1600,14
1601,12
1602,16
1603,11
1604,2
1605,8
1606,13
1607,15
1608,9
1609,8
1610,10
